Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL270187,16349482,125B EDITH GA NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-06-19T02:46:46,2025-06-19T02:46:46,Licensed,-114.17071925368687,51.18542852927309,POINT (-114.17071925368687 51.18542852927309)
BL270237,16350076,245B SAGE MEADOWS PA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-21T01:21:31,2024-06-20T01:21:31,Expired,-114.13062747909422,51.1774351962246,POINT (-114.13062747909422 51.1774351962246)
BL274279,16406548,#301 2006 11 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-21T08:51:35,2024-10-20T08:51:35,Expired,-114.10706231938084,51.043832649508644,POINT (-114.10706231938084 51.043832649508644)
BL270385,16352387,#1702 188 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-26T09:47:44,2024-06-25T09:47:44,Expired,-114.06559155378855,51.03888312616371,POINT (-114.06559155378855 51.03888312616371)
BL270715,16357592,343 COPPERSTONE GV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-05T09:43:50,2024-07-04T09:43:50,Closed,-113.92958295154685,50.90935514470757,POINT (-113.92958295154685 50.90935514470757)
BL249514,16098956,#602 3820 BRENTWOOD RD NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-26T10:25:45,2024-10-25T10:25:45,Expired,-114.1289321290298,51.0864945674537,POINT (-114.1289321290298 51.0864945674537)
BL285692,16553042,11005 5 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-30T12:45:57,2025-10-30T12:45:57,Licensed,-114.07785842841349,50.95500442261267,POINT (-114.07785842841349 50.95500442261267)
BL254920,16155186,6R SAGE BLUFF LI NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-04-18T17:39:01,2025-04-18T17:39:01,Licensed,-114.13578952613557,51.18072420671122,POINT (-114.13578952613557 51.18072420671122)
BL273322,16393241,#105 126 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-23T11:14:01,2024-09-22T11:14:01,Closed,-114.06443683972014,51.039835386689184,POINT (-114.06443683972014 51.039835386689184)
BL237628,15946676,107R CITYSCAPE WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-27T23:34:32,2024-09-26T23:34:32,Expired,-113.96175525609647,51.149825399702365,POINT (-113.96175525609647 51.149825399702365)
BL265710,16296220,1144B BERKLEY DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-02-21T12:22:19,2025-02-20T12:22:19,Licensed,-114.08952361417828,51.128382232270894,POINT (-114.08952361417828 51.128382232270894)
BL283612,16527426,104 BELVEDERE PA SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-18T09:39:15,2025-10-18T09:39:15,Licensed,-113.9040845230671,51.04056942516151,POINT (-113.9040845230671 51.04056942516151)
BL274968,16415622,3419R MORLEY TR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-09T22:41:43,2024-11-08T22:41:43,Expired - Pending Recommendation,-114.118997740613,51.08075543823547,POINT (-114.118997740613 51.08075543823547)
BL273948,16402018,#2003 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-10T20:37:28,2025-10-10T20:37:28,Licensed,-114.07623195904016,51.043397277996604,POINT (-114.07623195904016 51.043397277996604)
BL257049,16177628,#2901 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-21T21:24:27,2024-06-20T21:24:27,Expired,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL270164,16349276,#701 55 SPRUCE PL SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-19T14:32:30,2024-06-18T14:32:30,Expired,-114.13741961632365,51.04309681387939,POINT (-114.13741961632365 51.04309681387939)
BL232501,15884414,28 27 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-20T14:36:46,2025-02-19T14:36:46,Licensed,-114.06088720349253,51.02981639815352,POINT (-114.06088720349253 51.02981639815352)
BL270921,16360000,19 PRESTWICK CV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-09T22:03:52,2024-07-08T22:03:52,Expired - Pending Recommendation,-113.97218357923835,50.91903329001384,POINT (-113.97218357923835 50.91903329001384)
BL257483,16181737,34 HIDDEN RANCH TC NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-06-30T17:36:50,2024-06-29T17:36:50,Expired - Pending Recommendation,-114.12220034423868,51.151901136956766,POINT (-114.12220034423868 51.151901136956766)
BL261447,16239485,2716 22 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-06T10:34:43,2024-11-05T10:34:43,Expired - Pending Recommendation,-114.11403854394621,51.02969443512142,POINT (-114.11403854394621 51.02969443512142)
BL274424,16408486,#3201 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-25T16:38:49,2024-10-24T16:38:49,Closed,-114.06341895402947,51.04678233972816,POINT (-114.06341895402947 51.04678233972816)
BL258645,16193070,#513 738 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-05T14:42:12,2024-08-04T14:42:12,Expired,-114.07758917261071,51.050992995219815,POINT (-114.07758917261071 51.050992995219815)
BL271872,16374563,85 WARWICK DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-09T21:00:34,2024-08-08T21:00:34,Expired - Pending Recommendation,-114.15524011526301,51.04827891404896,POINT (-114.15524011526301 51.04827891404896)
BL280834,16494098,5 SKYVIEW RANCH MR NE,SHORT TERM RENTAL - TIER TWO,Duplex/triplex,2024-07-03T13:17:34,2025-07-03T13:17:34,Licensed,-113.95077901236338,51.16264043746182,POINT (-113.95077901236338 51.16264043746182)
BL238834,15959919,43 SOMERSIDE CM SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-09T13:02:32,2024-11-08T13:02:32,Expired - Pending Recommendation,-114.09369727819329,50.904206709575725,POINT (-114.09369727819329 50.904206709575725)
BL256599,16173213,935 MAPLECROFT RD SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-09T10:53:01,2025-06-09T10:53:01,Licensed,-114.03977395044556,50.958756886514635,POINT (-114.03977395044556 50.958756886514635)
BL270160,16349227,14767 DEER RIDGE DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-19T13:45:33,2024-06-18T13:45:33,Closed,-114.0252393444127,50.92756873580372,POINT (-114.0252393444127 50.92756873580372)
BL258643,16193054,2046 BIRCH CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-05T14:26:50,2024-08-04T14:26:50,Expired,-113.9911514259156,51.03409004656181,POINT (-113.9911514259156 51.03409004656181)
BL261367,16235376,148 CRANBROOK SQ SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-11-01T12:53:21,2025-11-01T12:53:21,Licensed,-113.9737283576429,50.86423843998976,POINT (-113.9737283576429 50.86423843998976)
BL259294,16199820,331 SHAWNESSY DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-25T09:25:08,2024-08-24T09:25:08,Expired,-114.0819812876822,50.912034251025545,POINT (-114.0819812876822 50.912034251025545)
BL258660,16193195,406 GREENBRIAR CM NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-05T22:29:45,2024-08-04T22:29:45,Expired,-114.2155272131187,51.08884163792916,POINT (-114.2155272131187 51.08884163792916)
BL281652,16503724,2 ARBOUR CREST WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-29T09:18:15,2025-08-29T09:18:15,Licensed,-114.2036601191384,51.13770377304454,POINT (-114.2036601191384 51.13770377304454)
BL271337,16365678,1235B CORNERSTONE BV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-23T11:28:32,2024-07-22T11:28:32,Expired,-113.93859585130217,51.15698549609113,POINT (-113.93859585130217 51.15698549609113)
BL260691,16224529,#4 4020 GLENPARK CR SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-13T09:42:16,2024-10-12T09:42:16,Expired,-114.1441443377473,51.0293324691954,POINT (-114.1441443377473 51.0293324691954)
BL265401,16292666,176 SCENIC COVE CI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-15T14:36:52,2025-02-14T14:36:52,Licensed,-114.20616449935147,51.12088609135261,POINT (-114.20616449935147 51.12088609135261)
BL279231,16474520,137 DOUGLAS WOODS CL SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-07-29T15:14:40,2025-07-29T15:14:40,Licensed,-113.99578181663072,50.94137819808352,POINT (-113.99578181663072 50.94137819808352)
BL272824,16386534,#207 1605 17 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-07T20:14:46,2024-09-06T20:14:46,Expired - Pending Recommendation,-114.02096040811603,51.03935118888076,POINT (-114.02096040811603 51.03935118888076)
BL256553,16172801,2844 SIGNAL HILL DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-08T08:08:39,2025-06-08T08:08:39,Licensed,-114.16984741880745,51.02588033584031,POINT (-114.16984741880745 51.02588033584031)
BL281560,16502965,136B HERRON WK NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-09-03T09:12:24,2025-09-03T09:12:24,Licensed,-114.05055569559188,51.19095346152553,POINT (-114.05055569559188 51.19095346152553)
BL275229,16418550,9B LEGACY GLEN CI SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-19T15:25:15,2024-11-18T15:25:15,Expired,-114.00174098846858,50.85599774313268,POINT (-114.00174098846858 50.85599774313268)
BL274992,16415960,75 SAVANNA WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-11-09T14:42:51,2025-11-09T14:42:51,Licensed,-113.96893686180296,51.13582665841386,POINT (-113.96893686180296 51.13582665841386)
BL276525,16440430,10516R BRADBURY DR SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-09T15:19:54,2025-01-08T15:19:54,Closed,-114.09854855141695,50.95972297207679,POINT (-114.09854855141695 50.95972297207679)
BL273681,16398273,9 RED EMBERS CM NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-10-03T14:58:01,2024-10-02T14:58:01,Expired - Pending Recommendation,-113.95072645685289,51.16724322566798,POINT (-113.95072645685289 51.16724322566798)
BL276643,16441685,73B MAGNOLIA CR SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-15T14:32:10,2025-01-14T14:32:10,Licensed,-113.90739266112764,50.88758537516442,POINT (-113.90739266112764 50.88758537516442)
BL265522,16294142,2 MARTHA'S MEADOW CL NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-17T10:28:37,2025-02-16T10:28:37,Licensed,-113.96274218724824,51.12363763671894,POINT (-113.96274218724824 51.12363763671894)
BL280272,16487480,59 CARRINGWOOD MR NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-05-30T09:49:52,2025-05-30T09:49:52,Licensed,-114.09353117769936,51.18772601606459,POINT (-114.09353117769936 51.18772601606459)
BL251732,16121758,500 22 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-13T20:21:01,2025-01-12T20:21:01,Licensed,-114.0717432754972,51.07254194062958,POINT (-114.0717432754972 51.07254194062958)
BL261015,16228991,264 BRIDLEMEADOWS CM SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-23T13:53:13,2024-10-22T13:53:13,Closed,-114.11213260069866,50.89875327001292,POINT (-114.11213260069866 50.89875327001292)
BL272722,16385288,173 PANATELLA PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-05T21:53:48,2024-09-04T21:53:48,Expired,-114.07253587798606,51.16546989229123,POINT (-114.07253587798606 51.16546989229123)
BL270610,16356008,171 WOODRIDGE PL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-02T13:42:23,2024-07-01T13:42:23,Expired,-114.11501897089214,50.93515557044432,POINT (-114.11501897089214 50.93515557044432)
BL278662,16467565,153 LEGACY GLEN PL SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-04-08T08:14:24,2025-04-08T08:14:24,Licensed,-113.99892880473342,50.85190480704948,POINT (-113.99892880473342 50.85190480704948)
BL281752,16504714,175 ARBOUR CREST RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-09-16T08:43:52,2025-09-16T08:43:52,Licensed,-114.2076274839095,51.13877252918653,POINT (-114.2076274839095 51.13877252918653)
BL247892,16081200,4114 BRISEBOIS DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-30T18:25:18,2024-08-29T18:25:18,Expired - Pending Recommendation,-114.1327820717485,51.089795409870845,POINT (-114.1327820717485 51.089795409870845)
BL259942,16206039,303 WOODPARK GR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-16T14:14:35,2024-09-15T14:14:35,Expired - Pending Recommendation,-114.11513060324481,50.94566754617726,POINT (-114.11513060324481 50.94566754617726)
BL249404,16097693,19 BERWICK CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-21T13:06:01,2024-10-20T13:06:01,Expired - Pending Recommendation,-114.08552300271725,51.130495221099345,POINT (-114.08552300271725 51.130495221099345)
BL274499,16409351,#3211 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-27T10:58:13,2024-10-26T10:58:13,Expired,-114.06380088428459,51.04681311947387,POINT (-114.06380088428459 51.04681311947387)
BL274136,16405078,85 LEGACY GLEN GR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-17T15:21:45,2024-10-16T15:21:45,Closed,-114.00116567291084,50.85448943963395,POINT (-114.00116567291084 50.85448943963395)
BL274591,16410805,2514B 7 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-30T21:47:23,2024-10-29T21:47:23,Expired,-114.11864478404426,51.05908446655175,POINT (-114.11864478404426 51.05908446655175)
BL273242,16392318,#2221 76 CORNERSTONE PS NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-21T11:40:26,2024-09-20T11:40:26,Expired - Pending Recommendation,-113.9447887664213,51.16491125684248,POINT (-113.9447887664213 51.16491125684248)
BL235876,15925514,#303 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-24T21:26:14,2024-07-23T21:26:14,Closed,-114.06045471719051,51.03965614628038,POINT (-114.06045471719051 51.03965614628038)
BL271279,16364689,935 43 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-20T09:18:37,2024-07-19T09:18:37,Closed,-114.15011801148003,51.04368439650069,POINT (-114.15011801148003 51.04368439650069)
BL276269,16437337,178 LUCAS TC NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-01-09T10:25:15,2025-01-08T10:25:15,Licensed,-114.08041450291009,51.188863158607916,POINT (-114.08041450291009 51.188863158607916)
BL271382,16366650,143 SHERVIEW GV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-24T20:09:09,2024-07-23T20:09:09,Expired,-114.15920932344531,51.16386649994875,POINT (-114.15920932344531 51.16386649994875)
BL275469,16422081,#1807 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-27T14:16:30,2024-11-26T14:16:30,Licensed,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL278943,16471187,136 CORNERBROOK RD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-05-23T10:13:17,2025-05-23T10:13:17,Licensed,-113.92449215584325,51.157556368157856,POINT (-113.92449215584325 51.157556368157856)
BL281386,16500860,#806 1319 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-09T15:54:44,2025-10-09T15:54:44,Licensed,-114.0928161138866,51.04010910869898,POINT (-114.0928161138866 51.04010910869898)
BL280532,16490328,483 LIVINGSTON WY NE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-10-15T11:11:31,2025-10-15T11:11:31,Licensed,-114.0498136036969,51.18663002275473,POINT (-114.0498136036969 51.18663002275473)
BL284009,16532863,#212 1087 2 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-07T11:00:41,2025-11-07T11:00:41,Licensed,-114.08548013700756,51.05388703608783,POINT (-114.08548013700756 51.05388703608783)
BL273424,16394801,4607 81 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-26T12:14:00,2024-09-25T12:14:00,Expired,-114.20548258071159,51.09223662201278,POINT (-114.20548258071159 51.09223662201278)
BL273144,16390676,2443 41 ST SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-18T14:28:46,2024-09-17T14:28:46,Expired,-113.97461428031257,51.03164549553087,POINT (-113.97461428031257 51.03164549553087)
BL231629,15874712,#1807 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-03T18:27:43,2025-02-02T18:27:43,Licensed,-114.06563184198743,51.04023041420084,POINT (-114.06563184198743 51.04023041420084)
BL263154,16266660,228 CORNERSTONE PS NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-31T16:51:06,2024-12-30T16:51:06,Licensed,-113.94579421522627,51.161646416611866,POINT (-113.94579421522627 51.161646416611866)
BL275321,16419749,163 BELMONT CR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-22T05:13:15,2024-11-21T05:13:15,Expired - Pending Recommendation,-114.06506088975856,50.86814071510588,POINT (-114.06506088975856 50.86814071510588)
BL275497,16422404,10 CITYSCAPE CM NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-28T12:00:42,2024-11-27T12:00:42,Licensed,-113.96777278134411,51.14805458559039,POINT (-113.96777278134411 51.14805458559039)
BL277094,16447534,76 APPLEWOOD DR SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-02-08T13:13:16,2025-02-07T13:13:16,Licensed,-113.93108322863854,51.04232446321096,POINT (-113.93108322863854 51.04232446321096)
BL270566,16355570,5812R TIPTON RD NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-06-30T08:36:26,2024-06-29T08:36:26,Expired,-114.07368776661049,51.10403809792758,POINT (-114.07368776661049 51.10403809792758)
BL272730,16385536,124 SAVANNA GD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-06T11:00:18,2024-09-05T11:00:18,Expired - Pending Recommendation,-113.96292724840096,51.13777030940014,POINT (-113.96292724840096 51.13777030940014)
BL274686,16412082,#1804 1110 11 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-01T18:43:40,2024-10-31T18:43:40,Rejected,-114.08830505810025,51.04241331244907,POINT (-114.08830505810025 51.04241331244907)
BL275248,16418816,2205 14A ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-20T11:15:48,2024-11-19T11:15:48,Expired,-114.09641802080112,51.035767813148944,POINT (-114.09641802080112 51.035767813148944)
BL279524,16478216,#708 1319 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-07-02T12:10:58,2025-07-02T12:10:58,Licensed,-114.09268278148201,51.04017617910115,POINT (-114.09268278148201 51.04017617910115)
BL273687,16398323,#508 126 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-03T16:19:40,2024-10-02T16:19:40,Expired,-114.06443683972014,51.039835386689184,POINT (-114.06443683972014 51.039835386689184)
BL257338,16180341,#607 505 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-28T23:56:34,2024-06-27T23:56:34,Cancelled,-114.07198637451258,51.035812744245554,POINT (-114.07198637451258 51.035812744245554)
BL272857,16386856,731 CREEKSIDE BV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-09-08T11:45:23,2025-09-08T11:45:23,Licensed,-114.06733278821638,50.85912222624386,POINT (-114.06733278821638 50.85912222624386)
BL257510,16182107,535 35 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-03T13:13:49,2025-07-03T13:13:49,Licensed,-114.13875832074572,51.06061080834846,POINT (-114.13875832074572 51.06061080834846)
BL276120,16435422,#311 505 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-21T10:32:32,2024-12-20T10:32:32,Licensed,-114.07198637451258,51.035812744245554,POINT (-114.07198637451258 51.035812744245554)
BL270743,16357899,#1210 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-05T15:32:05,2024-07-04T15:32:05,Expired - Pending Recommendation,-114.06041438676726,51.03916927370142,POINT (-114.06041438676726 51.03916927370142)
BL275904,16431280,27 CASTLEGROVE RD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-17T15:08:12,2025-01-16T15:08:12,Licensed,-113.96137764998724,51.10566553059306,POINT (-113.96137764998724 51.10566553059306)
BL272172,16378812,48 MT COPPER GR SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2023-08-23T13:00:09,2024-08-22T13:00:09,Closed,-113.99499114153582,50.90652764534768,POINT (-113.99499114153582 50.90652764534768)
